en-unannotated-00001	Unsure.
en-unannotated-02426	First off, there is a good selection of beers on tap (it was especially nice to see O'Hara's stout--I mean, Dublin is Dublin, but there's only so much Guinness I could drink in one trip), with a few examples of each major style.
en-unannotated-02427	Next to Sta Ana square.
en-unannotated-02428	Having seen how massive the pasta portions are (1 pasta definitely feeds 2), we decided to order the meat platter and the gnocchi alla Oscar to share.
en-unannotated-02429	Unfortunately this place has been reading its own press clippings.
en-unannotated-02430	We've stayed at your property 2 or 3 times in as many years.
en-unannotated-02431	If considering this ...
en-unannotated-02432	For those in need of a decent flat white this place is top of list.
en-unannotated-02433	Prices are quite good and not touristy.
en-unannotated-02434	The food and drinks are pretty good and the staff are very friendly.
en-unannotated-02435	So get in early!
en-unannotated-02436	Now takes 10 mins to get anything if at all.
en-unannotated-02437	a regret of that good food and service
en-unannotated-02438	Besides that, AMAZING place!
en-unannotated-02439	The food was one of the best meals we have had here in Paris.
en-unannotated-02440	Great little restaurant with good atmosphere.
en-unannotated-02441	Very welcoming and a buzzy busy atmosphere.
en-unannotated-02442	Good beds and clean facilities, good breakfast.
en-unannotated-02443	I had a really awful experience with this hotel and neither they nor Trip Advisor/ Getaroom seem to care.
en-unannotated-02444	Oscar is a great chef, the staff was really friendly, crowded busy place where time flies!
en-unannotated-02445	If beer is your bag they've got a huge selection.
en-unannotated-02446	They add €2 to your bill for some paper bag with cold bread in it (no butter, nothing, if you want olive oil you gotta ask them to bring it to your table) but I guess that's the same way they do it all over Italy, it's their way of making people pay at least a minimum tip (like we do with 15 and sometimes even 18% in Miami).
en-unannotated-02447	This place was pack on a Sunday afternoon while a lot of others restaurants were close.
en-unannotated-02448	they taste a bit like old fashioned popcorn :)
en-unannotated-02449	Lovely modern rooms one block from the zocalo.
en-unannotated-02450	Foods are exceptional and the service is 5 stars.
en-unannotated-02451	We enjoyed the duck and the sea bass with a sancere-style wine paring.
en-unannotated-02452	You get a delicious, one-of-a-kind burger and chips for $13-$15 which makes this the best burger deal in town by far.
en-unannotated-02453	My wife got the steak with challots, which has already been reviewed about multiple times and was very good.
en-unannotated-02454	It was cooked to perfection.
en-unannotated-02455	I will definetly come back!
en-unannotated-02456	Its just 2 minutes walk to the beach as well as the Church.
en-unannotated-02457	Warmly recommended.
en-unannotated-02458	You will...
en-unannotated-02459	Pros: the ability to personalize the backdrop (temp outside, news, pictures time, etc), the size of the device, the amount of apps that support the device, and not needing an additional remote for the TV.
en-unannotated-02460	Loved it!
en-unannotated-02461	I look forward to coming back for dinner sometime and try the wine list.
en-unannotated-02462	If you're looking for breakfast in Old Town Prague this is a must try.
en-unannotated-02463	you need to get this!
en-unannotated-02464	The calamari were obviously from a freezer bag and the sweet potato fries had parts of rot in the them.
en-unannotated-02465	This place always has a que out the door and down the road.
en-unannotated-02466	Dinner service didn't start until 7:30 and we showed up at 7:00, not realizing.
en-unannotated-02467	We loved the food.
en-unannotated-02468	The menu is reasonably priced and delicious.
en-unannotated-02469	Great place just off the Gran Via, we shared a strawberry cheesecake and walnut brownie and coffee, tasty, clean stylish place good service, some English spoken, free WiFi.
en-unannotated-02470	Adequate breakfast buffet with eggs made to order.
en-unannotated-02471	This is an excellent casual choice.
en-unannotated-02472	I ordered two cakes, coffee and some milshakes, I loved the environment as well as the location.
en-unannotated-02473	Once inside, you'll get a really warm welcome from the staff and instantly feel chilled out...
en-unannotated-02474	Bless the waitresses, they really respected my uneducated choice.
en-unannotated-02475	Pay-per-view English movies and an omelette chef at breakfast were bonuses on top of everything else you'd expect from a 5 star hotel.
en-unannotated-02476	if we promised to finish within the hour...
en-unannotated-02477	Facilities are up to date.
en-unannotated-02478	COM". It was PRE-PAID and clearly listed on my Confirmation and "hotels.
en-unannotated-02479	Don't bother if you want good Italian food.
en-unannotated-02480	Overall, great food, nice atmosphere and good service.
en-unannotated-02481	They look after those in the luxury suites etc.
en-unannotated-02482	Sublime!!!
en-unannotated-02483	The restaurant is very pleasant with mood lighting and soft music.
en-unannotated-02484	Very very small shower with fixed head
en-unannotated-02485	I love a good 80s hit but perhaps not before the second bottle of wine :)
en-unannotated-02486	Restaurant has great food and drinks for those staying on business and not looking to get out and fight the traffic.
en-unannotated-02487	Not sure why people bitch about the food - I've only ever been served tasty awesomeness.
en-unannotated-02488	If you're coming for a date, avoid unless you...
en-unannotated-02489	My god, best decision ever!
en-unannotated-02490	Very kind of him)
en-unannotated-02491	There was not too much flavor to the fish alone.
en-unannotated-02492	It has a super classy feel to it.
en-unannotated-02493	We finished with some coffee and dessert.
en-unannotated-02494	All burgers come with a good enough amount of chips as well.
en-unannotated-02495	The texture was melt in your mouth and the flavours were so nice.
en-unannotated-02496	I want to go back here again very soon!
en-unannotated-02497	Its cool name is accentuated by the innovative jellyfish lights complete with trailing tentacles bobbing in the bar area.
en-unannotated-02498	The food are excellent and very tasteful.
en-unannotated-02499	Price very reasonable for the quality.
en-unannotated-02500	All of the staff were very friendly and the room was always kept clean and tidy.
en-unannotated-02501	A friend recommended Algarabia to me and I as so happy that I took her advice.
en-unannotated-02502	It's a great spot and pretty big, actually.
en-unannotated-02503	Me & doggie stayed 1 night en-route from Portugal to UK & exhausted yet made to feel so welcome.
en-unannotated-02504	A very upmarket place with prices and quality to match.
en-unannotated-02505	Although we payed around $400 per night we had a very old dim room lacking the basics of a comfortable stay.
en-unannotated-02506	Le Temps De Cerises is tempting and if you know what's good for you then you're going to give in to all your deepest, darkest desires and come for one of the most indulgent meals in Paris.
en-unannotated-02507	My and my colleagues went there for business for 2-3 days.
en-unannotated-02508	The staff were friendly and efficient on arrival offering tips, advice and a small map of San Sebastián.
en-unannotated-02509	Safe, clean, good food, and the service is superb.
en-unannotated-02510	The food was very unique and creative.
en-unannotated-02511	There are not a lot of places to eat in this area and we walked past this one at first.
